seqid	len	gc	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L003.bowtie2.bam	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L004.bowtie2.bam	taxlevel_species	taxlevel_genus	taxlevel_order	taxlevel_phylum	taxlevel_superkingdom
LsA2v1_scaffold4238	9452	0.491589670694148	3.8020524756665	3.79401184934403	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold4604	9367	0.506138571581083	19.2311305647486	18.272018789367	Capronia coronata	Capronia	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold5701	5034	0.497266401590457	4.12892332141439	4.36054827175209	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold207	276834	0.40739829275818	74.5184009188261	74.8977979582001	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold795	126455	0.40987093302355	53.0222766992099	54.2061049385041	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1812	96982	0.397538267318921	57.3727805159173	57.7180610834444	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7409	2290	0.408296943231441	157.824017467248	163.163755458513	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6630	3414	0.494560994560995	4.59607498535442	4.40099589923843	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold3413	14425	0.510338195223593	11.1898786828422	10.9179202772963	Cladophialophora psammophila	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold198	283628	0.388644629579862	84.7584335817435	84.7827083359979	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12488	959	0.710114702815433	10.6100104275287	14.029197080292	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold12390	970	0.501030927835052	5.47938144329897	4.46701030927835	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2202	33169	0.389248997557961	40.1921975338434	41.3763152341058	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3704	12287	0.680149751770164	7.79034752177088	7.36388052413111	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8033	1703	0.502055196711685	5.34997064004697	4.91603053435114	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6095	4219	0.47546812040768	41.4702536146018	37.1279924152652	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6854	3108	0.590962212699649	4.29086229086228	3.31016731016731	Rhodosporidium toruloides	Rhodosporidium	Sporidiobolales	Basidiomycota	Eukaryota
LsA2v1_scaffold4074	10273	0.51164972634871	2.596223109121	2.69346831500049	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3581	13188	0.390506521079769	45.5070518653367	46.6866090385248	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10405	1147	0.473408892763731	6.91804707933739	6.59372275501307	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7046	2843	0.381421534130894	34.2254660569818	36.5568061906435	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold12762	894	0.710290827740492	7.40044742729306	8.02013422818791	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10061	1190	0.630252100840336	8.30840336134453	7.97142857142856	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold12404	968	0.497933884297521	11.7582644628099	9.05991735537191	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold683	142912	0.39442028934443	55.0908531123652	55.6756045678057	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1076	91252	0.40318858115981	65.0725463551958	65.9305987814407	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold6864	3099	0.400451758631817	34.8615682478219	33.4062600838981	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1579	75213	0.366538241579629	31.3992129020381	31.1666201321712	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8112	1652	0.685230024213075	7.3638014527845	9.14648910411622	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold6907	3042	0.577909270216962	275.351084812616	268.713675213667	Caulobacter sp. K31	Caulobacter	Caulobacterales	Proteobacteria	Bacteria
LsA2v1_scaffold10942	1098	0.500910746812386	4.30874316939891	4.98087431693989	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold976	102201	0.378982265958007	64.3596442305508	64.2950753907155	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2	1845570	0.404376983845513	77.8048494482146	78.0179928131196	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold6958	2971	0.548821548821549	5.37967014473241	4.83810164927634	Ustilago maydis	Ustilago	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold2992	18900	0.522464103751737	2.96772486772485	3.02222222222221	Pseudocercospora fijiensis	Pseudocercospora	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold3110	17258	0.399061304902074	39.2392513616915	39.6984007416893	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1137	90514	0.392329813473976	48.6405307466398	49.4178690589463	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1775	58604	0.507957679612967	4.00501672240795	4.06924442017604	Hordeum vulgare	Hordeum	Poales	Streptophyta	Eukaryota
LsA2v1_scaffold12148	996	0.727911646586345	6.05421686746988	7.41867469879519	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11756	1025	0.561951219512195	4.81365853658537	4.02926829268293	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2557	26512	0.393046858129994	32.5505054315024	32.7767803258897	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10900	1101	0.538601271571299	5.25068119891008	4.55040871934605	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1750	50457	0.383228807575695	59.7809818260914	60.500009909409	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7023	2878	0.661570535093815	6.60145934676857	6.86761640027795	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9684	1241	0.547945205479452	3.83964544721998	5.65672844480258	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1682	51903	0.566442710916715	10.7926324104587	10.7033504807051	Thielavia terrestris	Thielavia	Sordariales	Ascomycota	Eukaryota
LsA2v1_scaffold8794	1411	0.506732813607371	5.49964564138908	4.58256555634302	Python bivittatus	Python	Squamata	Chordata	Eukaryota
LsA2v1_scaffold5916	4526	0.388201502430402	35.988510826336	38.9913831197517	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4838	7278	0.667491068974993	8.82165430063199	7.39378950261057	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3095	17466	0.499441507185941	3.06635749456088	3.61187449902671	Pseudocercospora fijiensis	Pseudocercospora	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold8168	1628	0.525184275184275	4.36117936117936	4.66523341523341	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3379	14699	0.514829877988295	2.98224369004696	3.07224981291246	Neofusicoccum parvum	Neofusicoccum	Botryosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold769	127409	0.385698225719732	75.6377022031843	75.9002660722995	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold9224	1313	0.523990860624524	5.52932216298554	4.64051789794364	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6453	3673	0.382521099918323	33.666212904982	35.3103729921042	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold91	1124402	0.489126807704134	10.8100341337137	10.8057322914901	Neosartorya fischeri	Neosartorya	Eurotiales	Ascomycota	Eukaryota
LsA2v1_scaffold8877	1391	0.768511861969806	6.55283968368081	6.32925952552121	Haliangium ochraceum	Haliangium	Myxococcales	Proteobacteria	Bacteria
LsA2v1_scaffold10480	1141	0.507449605609115	10.6652059596845	8.7922874671341	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5030	6669	0.655120707752287	8.46093867146505	7.9797570850203	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2812	21711	0.390050667894979	43.0274975818737	44.7796969278275	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7120	2727	0.694536120278694	5.17271727172716	7.28456178951226	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold4308	9122	0.420239008880605	37.5833150624842	36.464919973688	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7350	2376	0.404040404040404	635.026515151478	636.518097643058	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7198	2625	0.483047619047619	6.25333333333332	5.8415238095238	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10738	1116	0.700716845878136	5.10035842293907	6.47401433691756	Phenylobacterium zucineum	Phenylobacterium	Caulobacterales	Proteobacteria	Bacteria
LsA2v1_scaffold10022	1196	0.482441471571906	7.7675585284281	6.64297658862877	Cladophialophora psammophila	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold10411	1147	0.518744551002616	2.87619877942459	4.09764603312991	Heterobasidion irregulare	Heterobasidion	Russulales	Basidiomycota	Eukaryota
LsA2v1_scaffold4413	8694	0.390614216701173	37.8030825856913	36.683689901081	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10030	1194	0.452261306532663	5.59045226130653	4.70770519262982	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7087	2772	0.731601731601732	6.51443001443	6.55772005772004	Burkholderia cenocepacia	Burkholderia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11752	1026	0.607212475633528	7.44541910331385	6.81384015594542	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold191	534827	0.386530084451599	77.7974971341258	78.1125747199527	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12124	998	0.525050100200401	6.02905811623247	6.87174348697396	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3269	15734	0.729999202361011	9.16486589551273	8.82077030634279	Starkeya novella	Starkeya	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold11735	1027	0.526777020447907	5.87731256085686	4.15287244401169	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold10074	1189	0.526492851135408	4.60218671152229	4.23380992430614	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6055	4285	0.414002333722287	9.08261376896148	8.30035005834303	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6266	3940	0.498857578065499	4.24796954314722	4.36065989847717	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3091	17735	0.385812563437465	36.1087679729376	35.330194530592	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10475	1141	0.787905346187555	8.61524978089396	7.93339176161263	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11247	1067	0.552014995313964	4.69634489222118	7.88378631677601	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold5676	5083	0.492028758987184	5.95219358646466	5.63486130238046	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold775	125480	0.38271647149329	52.1651817022148	52.880785782545	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold4232	8460	0.347872340425532	76.0630023640649	72.4491725768298	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12677	924	0.293290043290043	147.572510822512	139.819264069265	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4340	8987	0.674418604651163	7.49894291754756	7.05674863691999	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3405	14587	0.415951215598171	55.8053746486579	55.9024473846555	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2706	22753	0.511988196237551	5.52757878082007	5.26800861424865	Nectria haematococca	Fusarium	Hypocreales	Ascomycota	Eukaryota
LsA2v1_scaffold6608	3437	0.680826302007565	7.26854815245854	6.21035787023567	Sorangium cellulosum	Sorangium	Myxococcales	Proteobacteria	Bacteria
LsA2v1_scaffold5518	5472	0.695557963163597	3.61476608187135	3.29038742690059	Azospirillum brasilense	Azospirillum	Rhodospirillales	Proteobacteria	Bacteria
LsA2v1_scaffold6657	3364	0.532374100719424	3.77794292508918	3.98721759809751	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4258	9340	0.375658761528327	64.1782655246196	64.4846895074889	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold731	135512	0.396682217198334	51.0228688233652	52.0258870062526	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2347	53672	0.379914166565448	64.02984796541	64.4351617230498	Citrus trifoliata	Citrus	Sapindales	Streptophyta	Eukaryota
LsA2v1_scaffold995	97171	0.391142546245919	51.2620020376374	51.7956386164514	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3458	14095	0.655906349769422	7.86243348705224	8.07747428166025	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold119	748713	0.492256852773889	10.9160198901396	10.8439415370187	Cyphellophora europaea	Cyphellophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold1854	58089	0.383852265406914	50.1357055552869	50.2443836182593	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11620	1036	0.496138996138996	7.3542471042471	9.43146718146717	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10534	1136	0.505281690140845	20.3635563380281	15.2913732394366	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3664	12561	0.519550478313365	4.05692221956848	3.93774381020617	Coniosporium apollinis	Coniosporium	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold1865	45767	0.388899814268546	50.1703192256559	50.1248060829986	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8080	1669	0.353505092869982	33.4146195326545	34.5835829838229	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10608	13503	0.512536873156342	3.26305265496555	3.31467081389319	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9484	1271	0.439024390243902	6.89221085759246	8.52163650668766	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10431	1145	0.529257641921397	3.64716157205241	5.58165938864629	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2610	24903	0.504597839617717	11.2360759747827	11.6260289924914	Cladophialophora psammophila	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold4955	6849	0.694115929332749	7.24514527668265	7.05358446488532	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7531	2122	0.674363807728558	7.44062205466544	5.94816211121585	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold12356	974	0.514373716632444	4.74229979466119	4.4517453798768	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold4321	9047	0.391179396485023	38.7362661655798	37.090969382116	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1057	101166	0.393679318357862	49.8880651602006	49.6110155585561	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold583	157774	0.375176268817887	42.4482741136337	42.7409395718216	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold7920	1782	0.660493827160494	7.0460157126824	6.20819304152639	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3189	16385	0.508525303827317	3.01843149221851	2.79023497101009	Zymoseptoria tritici	Zymoseptoria	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold2840	32023	0.386277755223135	71.776441932361	71.6264247572058	Batis maritima	Batis	Brassicales	Streptophyta	Eukaryota
LsA2v1_scaffold4289	15885	0.69524294072755	3.42662889518412	3.25218759836322	Starkeya novella	Starkeya	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold3060	19482	0.397033158813264	35.3074632994539	35.2188686993101	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1483	125740	0.490579296859087	4.04603944647719	4.14304119611927	Cladophialophora carrionii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold5988	4400	0.641282109570357	5.04	5.61681818181818	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3176	16577	0.518300097276265	4.08403209265848	4.19424503830607	Verticillium dahliae	Verticillium	Glomerellales	Ascomycota	Eukaryota
LsA2v1_scaffold6328	3849	0.56470893970894	10.6053520394909	10.3850350740453	Pyrenophora teres	Pyrenophora	Pleosporales	Ascomycota	Eukaryota
LsA2v1_scaffold9327	1298	0.466872110939908	8.63174114021571	8.65793528505393	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5412	5761	0.512349588347055	2.17531678528033	2.76080541572643	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4624	7968	0.538076152304609	2.99121485943774	2.77648092369477	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2515	26222	0.523526937993552	3.76252764853942	3.6644039356266	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold945	102386	0.515916015950307	11.7819330767864	11.671722696461	Coniosporium apollinis	Coniosporium	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold5005	6715	0.530804412160344	2.46433358153387	2.41384959046909	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7242	2565	0.64990253411306	8.02768031189087	7.02495126705655	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9355	1292	0.570433436532508	5.4125386996904	5.51238390092879	Pseudozyma flocculosa	Pseudozyma	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold177	292248	0.489154129029165	10.4908878760513	10.7989755276354	Exophiala dermatitidis	Exophiala	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold7717	1944	0.697530864197531	6.95833333333335	5.55812757201647	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7979	1743	0.672977624784854	8.5352839931153	10.0826161790017	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold5797	4811	0.499604743083004	2.83267511951777	3.45686967366451	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1901	43165	0.377803001639551	63.4037762075381	63.9709718521568	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold9246	1308	0.494648318042813	4.12844036697247	4.30122324159021	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11007	1090	0.520183486238532	14.1743119266055	17.7100917431193	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2765	21765	0.384040252045519	42.4211348495275	41.7382954284386	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5821	4756	0.491854336367992	14.7424306139611	12.4819175777964	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6158	4092	0.637341153470186	6.636119257087	7.17302052785923	Comamonas testosteroni	Comamonas	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10924	1100	0.515454545454545	4.46363636363636	4.96181818181818	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9954	1206	0.564676616915423	3.88723051409618	4.44361525704809	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4328	9030	0.534074432092798	3.31738648947952	2.89545957918051	Neofusicoccum parvum	Neofusicoccum	Botryosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold6363	3813	0.650931025439287	8.15683189089957	7.32074482035145	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3065	17900	0.362033067973056	56.3704469273772	56.3260893854779	Catharanthus roseus	Catharanthus	Gentianales	Streptophyta	Eukaryota
LsA2v1_scaffold10489	1140	0.529824561403509	4.11578947368421	3.3859649122807	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2700	67109	0.508093672966311	3.09822825552472	3.12150382214023	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2070	37010	0.665874088084301	7.73815185085062	7.8336935963248	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2162	34283	0.519490335816866	4.26158737566733	4.04226584604622	Eutypa lata	Eutypa	Xylariales	Ascomycota	Eukaryota
LsA2v1_scaffold8880	1390	0.292086330935252	62.8302158273386	74.2028776978421	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5766	4882	0.361327324866858	37.4432609586237	37.3760753789433	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7647	2006	0.652542372881356	5.49252243270189	5.40129611166501	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5150	6375	0.506327006327006	7.80847058823527	6.72188235294115	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold318	266653	0.396208732358871	53.0673647022764	53.0526414477088	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold12168	994	0.536217303822938	4.37122736418511	4.73138832997988	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7936	1771	0.519480519480519	18.0395256916995	15.7001693958215	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5778	4845	0.684004127966976	7.66068111455104	6.48689370485033	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3431	14281	0.672291856312583	7.39689097402143	7.11483789650585	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11172	1074	0.513035381750466	4.68994413407821	4.39106145251396	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2601	38448	0.390814323427875	31.202195172707	31.7728880566025	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3398	14556	0.661445452047266	7.77954108271497	8.48131354767787	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold1490	62331	0.508093885867385	19.9533618905501	19.7804142401034	Cladophialophora carrionii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold11704	1029	0.404275996112731	16.7084548104956	16.5675413022352	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7728	1925	0.695064935064935	7.30389610389608	6.67584415584414	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7184	2640	0.657575757575758	8.25151515151517	6.72727272727275	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2071	37275	0.510290939318371	13.4388464118048	13.1814084507048	Cyphellophora europaea	Cyphellophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold2328	30116	0.609443485190596	10.0041838225528	9.7634147961217	Hymenobacter sp. APR13	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold9878	1216	0.409539473684211	428.845394736838	446.262335526311	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10772	1112	0.610611510791367	8.08543165467625	5.56205035971222	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7228	2580	0.60968992248062	9.20310077519381	9.05503875968994	Burkholderia phenoliruptrix	Burkholderia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2383	28862	0.524294595887135	3.7661631210589	3.52865359295966	Ustilago maydis	Ustilago	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold12702	916	0.745633187772926	10.6386462882096	16.0786026200873	Sphingomonas taxi	Sphingomonas	Sphingomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold8843	1401	0.493219129193433	4.02926481084939	5.22769450392577	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7886	1805	0.668698060941828	6.75290858725763	6.68033240997231	Streptomyces sp. 769	Streptomyces	Actinomycetales	Actinobacteria	Bacteria
LsA2v1_scaffold4602	8025	0.399252336448598	37.2704049844225	36.1740809968836	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8695	1435	0.519163763066202	5.47108013937283	4.13379790940766	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7839	1837	0.681001633097441	7.31083287969517	7.36635819270551	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold4159	9808	0.400128040973111	43.8659257748743	45.2140089722641	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8148	1636	0.56601466992665	5.50488997555013	5.29706601466993	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11463	1048	0.666030534351145	6.65076335877863	7.543893129771	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
